0.394923,-0.343563,1
0.047431,0.100563,1
-0.139118,-0.027520,1
0.141908,-1.067786,1
-0.841406,0.227421,1
-0.562625,0.068548,1
0.035445,0.577512,1
-0.003780,-1.350822,1
0.416462,-0.427631,1
-0.556004,-0.383720,1
-0.313593,-0.371776,1
0.030632,-0.047670,1
-0.137175,-0.830880,1
0.707582,0.214239,1
0.305885,-0.042048,1
-0.992638,0.181004,1
0.024512,0.966620,1
0.083069,0.020773,1
-0.696675,-0.480097,1
-0.088976,-0.945121,1
1.898702,2.200035,2
2.337406,2.667551,2
2.480773,2.500700,2
1.612914,1.988153,2
1.858806,2.089160,2
1.269149,2.930392,2
1.788802,1.884062,2
2.286903,1.356096,2
1.264883,1.823660,2
2.370771,1.773384,2
2.528768,1.790482,2
1.995967,1.787951,2
1.608972,2.670545,2
2.330697,0.684638,2
2.986095,1.933487,2
2.774782,2.291213,2
2.809890,0.737408,2
2.066845,2.075414,2
1.995462,2.250380,2
1.607260,1.033836,2
