1.143663,0.295175,-0.499288,1
0.236283,0.167137,-0.204774,1
0.537430,0.982859,0.465403,1
-0.050651,1.863269,2.203304,1
-0.580730,0.007422,-1.106514,1
-0.792169,0.149985,0.888153,1
-0.386817,1.013761,0.913253,1
-0.738365,-0.638528,-0.196557,1
-0.309995,-0.680163,-0.356176,1
-0.930480,1.274347,0.581225,1
0.405579,-1.891486,1.299693,1
0.555347,0.129940,-0.590876,1
1.679016,-1.070117,0.339145,1
2.092136,0.145089,0.316129,1
-1.214558,0.390607,-0.965088,1
0.182029,-0.076504,-0.593690,1
-1.228645,-1.176564,-0.482507,1
1.187665,-0.121381,-0.226331,1
1.321321,0.271170,0.036560,1
-1.638533,0.304826,-0.020622,1
-0.961626,0.459892,-1.269636,1
0.821593,0.139245,-0.369070,1
-0.430303,0.636571,0.201184,1
0.044020,1.548262,0.539358,1
1.402505,1.228570,-2.053385,1
0.751461,0.679900,-1.801256,1
0.861412,1.199475,1.088253,1
0.705940,-0.596494,-1.766617,1
-0.468538,1.032393,0.107378,1
0.306778,-0.593924,2.065529,1
-0.650034,-1.065969,0.948901,1
0.909144,-0.326123,-0.091746,1
-0.238359,0.056921,-0.398758,1
0.791279,-0.628480,0.417942,1
0.646438,-0.844305,0.112922,1
-1.305997,1.373075,-0.129907,1
0.627398,1.581124,-0.165225,1
0.909401,-2.387368,-0.123037,1
-0.754133,0.800321,-0.117031,1
0.815761,1.341853,-0.252683,1
-0.314082,-0.181598,-0.621951,1
0.678702,-0.753560,0.051587,1
-0.345326,0.597068,-0.698970,1
0.695057,-0.649373,0.102421,1
0.125235,1.404910,-0.813691,1
0.630130,-0.464411,-0.018151,1
-0.131476,-1.146652,-1.608714,1
-0.513276,-1.702032,-0.574854,1
-1.247143,0.737347,-2.213902,1
-0.678689,-0.531919,0.524230,1
2.725432,3.309562,0.034891,2
2.311900,1.935936,2.882944,2
0.707316,1.966450,2.342989,2
3.011654,1.656227,1.437569,2
0.983874,2.496355,2.511669,2
2.689047,1.686787,1.476130,2
1.915254,2.239395,1.506491,2
1.426730,2.456216,1.769318,2
0.661168,3.680883,2.915522,2
1.393681,3.338146,1.710654,2
0.488399,2.093345,2.258196,2
1.245052,-0.047373,2.322910,2
1.403226,0.438084,2.994277,2
1.527219,1.712664,2.534372,2
3.729247,3.352035,-0.299198,2
3.252040,1.175282,1.679703,2
2.190056,2.321438,3.390613,2
2.515145,2.039701,0.564314,2
0.897237,2.214445,1.660783,2
2.556872,1.728830,1.620714,2
2.031141,1.106843,0.539569,2
1.458296,1.818297,2.504443,2
1.845964,2.641623,2.961683,2
2.463363,3.398508,2.202981,2
4.413074,3.014654,1.593564,2
1.530014,2.935718,1.913538,2
1.449867,1.575912,1.554290,2
2.953215,1.691041,2.140342,2
2.295896,1.650954,3.111735,2
1.791989,2.081458,0.955938,2
0.922399,1.234432,2.211842,2
2.332066,1.520724,1.016324,2
1.028663,1.033787,3.286135,2
2.665490,0.386445,1.621041,2
1.316369,1.714086,3.369562,2
1.812753,0.557314,2.488448,2
2.973671,1.156334,0.851948,2
0.979234,2.530503,1.460149,2
2.304149,1.274070,2.006968,2
2.245818,1.577971,1.568495,2
1.408632,1.700451,2.840613,2
3.277226,3.021961,0.907804,2
2.514439,2.533118,1.834423,2
1.516719,2.441928,2.056362,2
3.262100,3.062648,1.725391,2
2.245045,2.375780,0.549982,2
1.712691,0.886272,2.333412,2
2.538026,1.956741,3.067044,2
4.275011,2.900494,2.015428,2
0.798798,2.792704,2.885106,2
